ID	Cognate_ID	Year	Original_Form	Orthography	Ortho_Segments	IPA	IPA_Segments	Indonesian	English	English_Original	Doculect	Sources	Note_for_Year	Note_for_Cognate	Crossreference	PAN_Etymon	PAN_English	PAN_Source	PMP_Etymon	PMP_English	PMP_Source	Etymology_Source	Concepticon_Gloss	Semantic_Field	Concepticon	Number_of_Cognates
3462	1038	2011	kaʔ-hop	ka'-hop	k a ' - h o p	kaʔ-hop	k a ʔ - h o p	berlubang	holed		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3463	1039	1895	èjahakaoewĕ	Eyahakauwė	E y a h a k a u w ė	ɛjahakauwə	ɛ j a h a k a u w ə	tempat suci	holy place		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	cf. sacred place	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3464	1040	1895	èoebatowè	EubatOwE	E u b a t O w E	ɛubatɔwɛ	ɛ u b a t ɔ w ɛ	tempat suci	holy place		Enggano Pulau Dua 1895	Stockhof 1987	NA	first element means 'box'		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3465	1041	2011	iakuru	iakuru	i a k u r u	iakuru	i a k u r u	rumah dari almarhum	home of the deceased		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOME	The house	https://concepticon.clld.org/parameters/2406	2
3466	1041	2019	yub_kakova'a	yub_kakova'a	y u b _ k a k o v a ' a	jub_kakovaʔa	j u b _ k a k o v a ʔ a	rumah dari almarhum	home of the deceased		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOME	The house	https://concepticon.clld.org/parameters/2406	2
3467	1042	1891	èkohèak	EkohEak	E k o h E a k	ɛkohɛak	ɛ k o h ɛ a k	tudung	hood		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3468	1042	1891	èkohèak	EkohEak	E k o h E a k	ɛkohɛak	ɛ k o h ɛ a k	tudung	hood		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
3469	1043	1894	ahecù	aheku	a h e k u	aheku	a h e k u	harapan	hope (n.)		Enggano	Modigliani 1894	'speranza/harap'	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOPE (FAITH)	Emotions and values	https://concepticon.clld.org/parameters/3211	1
3470	1044	2011	pau	pa:u	p a:u	pau	p au	cakrawala (di laut)	horizon (at sea)		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HORIZON	The physical world	https://concepticon.clld.org/parameters/2287	2
3471	1044	2019	paũ	paũ	p a ũ	paũ	p a ũ	cakrawala (di laut)	horizon (at sea)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HORIZON	The physical world	https://concepticon.clld.org/parameters/2287	2
3472	1045	1895	kamioe	kamiu	k a m i u	kamiu	k a m i u	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3473	1045	1916	kĕmie(j)oe	kėmie(y)u	k ė m i e ( y ) u	kəmie(j)u	k ə m i e ( j ) u	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano	Helfrich 1916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3474	1045	1979	kamiyu	kamiyu	k a m i y u	kamiju	k a m i j u	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3475	1045	1987	ekamĩũ	ekamĩũ	e k a m ĩ ũ	ekamĩũ	e k a m ĩ ũ	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3476	1045	2011	kami	kami	k a m i	kami	k a m i	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3477	1045	2019	kamiyu	kamiyu	k a m i y u	kamiju	k a m i j u	terompet (siput digunakan sebagai instrumen)	horn (triton shell used as instrument)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUMPET	Speech and language	https://concepticon.clld.org/parameters/775	5
3478	1046	2011	kud	kud	k u d	kud	k u d	kuda	horse		Enggano Meok	Yoder 2011	NA	loanword kuda		NA	NA	NA	NA	NA	NA	NA	HORSE	Animals	https://concepticon.clld.org/parameters/615	1
3479	1046	2019	kud	kud	k u d	kud	k u d	kuda	horse		Enggano Elicitation	Aron 2019	NA	loanword kuda		NA	NA	NA	NA	NA	NA	NA	HORSE	Animals	https://concepticon.clld.org/parameters/615	1
3480	1047	1855	kahaauw	kaha:o	k a h a:o	kahao	k a h ao	panas	hot		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOT	Sense perception	https://concepticon.clld.org/parameters/1286	3
3481	1047	1864	kehah	kehah	k e h a h	kehah	k e h a h	panas	hot		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOT	Sense perception	https://concepticon.clld.org/parameters/1286	3
3482	1047	1895	kohorijo	kOhOriyO	k O h O r i y O	kɔhɔrijɔ	k ɔ h ɔ r i j ɔ	panas	hot	warm, hot	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOT	Sense perception	https://concepticon.clld.org/parameters/1286	3
3483	1048	1855	foeroemoena	furumuna	f u r u m u n a	furumuna	f u r u m u n a	panas	hot		Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOT	Sense perception	https://concepticon.clld.org/parameters/1286	1
3484	1049	<1855	djoeba[-beri-berri]	juba[-bEri-bErri]	j u b a [ - b E r i - b E r r i ]	d͡ʒuba[-bɛri-bɛrri]	d͡ʒ u b a [ - b ɛ r i - b ɛ r r i ]	rumah	house		Enggano	Brouwer <1855	djoeba[-beri-berri] means 'ship' -- [-beri-berri] in ""djoeba[-beri-berri]"" unclear  but cf. boat	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3485	1049	<1855	joeba	yuba	y u b a	juba	j u b a	rumah	house		Enggano	Brouwer <1855	joeba means 'village'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3486	1049	1855	joewa	yuwa	y u w a	juwa	j u w a	rumah	house		Enggano South?	v. Rosenberg 1855	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3487	1049	1855	tjoeba	cuba	c u b a	t͡ʃuba	t͡ʃ u b a	rumah	house		Enggano Northwest?	vd Straten & S. 1855	tjoeba  means 'boat'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3488	1049	1855	djoeba	juba	j u b a	d͡ʒuba	d͡ʒ u b a	rumah	house		Enggano Northwest?	vd Straten & S. 1855	djoeba   means 'village'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3489	1049	1864	oebah	ubah	u b a h	ubah	u b a h	rumah	house		Enggano North	Walland 1864	oebah means 'house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3490	1049	1864	oebah[-dobah]	ubah['dObah]	u b a h [ ' d O b a h ]	ubah[ʔdɔbah]	u b a h [ ʔ d ɔ b a h ]	rumah	house		Enggano North	Walland 1864	oebah[-dobah] means 'box' -- [-dobah] in ""oebah[-dobah]"" means 'thing'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3491	1049	1870	oeba	uba	u b a	uba	u b a	rumah	house		Enggano	Francis 1870	oeba  means 'house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3492	1049	1870	eoeba [kiemo]	euba [kiimo]	e u b a # [ k i i m o ]	euba [kiːmo]	e u b a # [ k iː m o ]	rumah	house		Enggano	Francis 1870	eoeba [kiemo]  means 'sailboat'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3493	1049	1870	oeba [ejobie]	uba [e:iobii]	u b a # [ e:i o b i i ]	uba [ɛiobiː]	u b a # [ ɛi o b iː ]	rumah	house		Enggano	Francis 1870	oeba [ejobie] means 'steamboat'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3494	1049	1878	ubah	ubah	u b a h	ubah	u b a h	rumah	house		Enggano Northwest	v. Rosenberg 1878	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3495	1049	1879	oeba	uba	u b a	uba	u b a	rumah	house		Enggano	Oudemans 1879	oeba  means 'house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3496	1049	1879	eoeba[-kiemo]	euba['kimO]	e u b a [ ' k i m O ]	euba[ʔkimɔ]	e u b a [ ʔ k i m ɔ ]	rumah	house		Enggano	Oudemans 1879	eoeba[-kiemo]   means 'ship',  literally means 'house of the sea'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3497	1049	1888	èoeba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house	house, cage	Enggano	Helfrich 1888	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3498	1049	1891	èoebĕ	Eubė	E u b ė	ɛubə	ɛ u b ə	rumah	house	house, chest, place	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3499	1049	1891	èoeba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house	house, chest, place	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3500	1049	1894	èuba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house		Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3501	1049	1895	èoba	EOba	E O b a	ɛɔba	ɛ ɔ b a	rumah	house		Enggano Pulau Dua 1895	Stockhof 1987	èoba  means 'house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3502	1049	1895	èobĕ	EObė	E O b ė	ɛɔbə	ɛ ɔ b ə	rumah	house		Enggano Pulau Dua 1895	Stockhof 1987	èobĕ means 'house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3503	1049	1895	èoeba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house		Enggano Pulau Dua 1895	Stockhof 1987	èoeba  means 'proa, canoe, case for cloth'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3504	1049	1895	èoebadiê	Eubadiė	E u b a d i ė	ɛubadiə	ɛ u b a d i ə	rumah	house		Enggano Pulau Dua 1895	Stockhof 1987	èoebadiê  means 'box, case'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3505	1049	1916	èoeba	Euba	E u b a	ɛuba	ɛ u b a	rumah	house	house, home, chest, suitcase	Enggano	Helfrich 1916	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3506	1049	1916	èoebĕ	Eubė	E u b ė	ɛubə	ɛ u b ə	rumah	house	house, home, chest, suitcase	Enggano	Helfrich 1916	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3507	1049	1979	yuba	yuba	y u b a	juba	j u b a	rumah	house		Enggano	Amran et al. 1979	yuba  is used in compounds like yuba kakadiye 'round house'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3508	1049	1979	yub	yub	y u b	jub	j u b	rumah	house		Enggano	Amran et al. 1979	yub   is used in isolation	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3509	1049	1982	uba	uba	u b a	uba	u b a	rumah	house		Enggano	Capell 1982	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3510	1049	1987	euba	euba	e u b a	euba	e u b a	rumah	house		Enggano	Kähler 1987	euba  means 'house, container, nest'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3511	1049	1987	euabai	euabai	e u a b a i	euabai	e u a b a i	rumah	house		Enggano	Kähler 1987	euabai   means 'coffin, closed container'	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3512	1049	2011	iub	iub	i u b	iub	i u b	rumah	house		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3513	1049	2019	yu	yu	y u	ju	j u	rumah	house		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30330"" target=""_blank"">Rumaq</a>	house	ACD	*<a href=""https://acd.clld.org/cognatesets/30330#s-7303"" target=""_blank"">Rumaq</a>	house	ACD	Lafeber 1922:22,23, Edwards 2015:94-97, ACD 7303	HOUSE	The house	https://concepticon.clld.org/parameters/1252	17
3514	1050	<1855	praauw	praa:ow	p r a a:o w	praaow	p r a ao w	rumah	house		Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOUSE	The house	https://concepticon.clld.org/parameters/1252	2
3515	1050	1855	praauw	pra:o	p r a:o	prao	p r ao	rumah	house		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOUSE	The house	https://concepticon.clld.org/parameters/1252	2
3516	1050	1864	prahoe	prahu	p r a h u	prahu	p r a h u	rumah	house		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOUSE	The house	https://concepticon.clld.org/parameters/1252	2
3517	1051	1894	cacario	kakario	k a k a r i o	kakario	k a k a r i o	rumah	house		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOUSE	The house	https://concepticon.clld.org/parameters/1252	1
3518	1052	1864	apêha-no-oi	apu̇ha'nO'o:i	a p u̇ h a ' n O ' o:i	apɨhaʔnɔʔɔi	a p ɨ h a ʔ n ɔ ʔ ɔi	sudah berapa lama?	how long ago?		Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	HOW LONG	Time	https://concepticon.clld.org/parameters/2338	1
3519	1053	1864	api-ka	api'ka	a p i ' k a	apiʔka	a p i ʔ k a	berapa banyak?	how many?		Enggano North	Walland 1864	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3520	1053	1891	afiha	afixa	a f i x a	afiça	a f i ç a	berapa banyak?	how many?		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3521	1053	1891	apiha	apixa	a p i x a	apiça	a p i ç a	berapa banyak?	how many?		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3522	1053	1894	apiha	apixa	a p i x a	apiça	a p i ç a	berapa banyak?	how many?		Enggano	Modigliani 1894	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3523	1053	1895	apiha	apixa	a p i x a	apiça	a p i ç a	berapa banyak?	how many?		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3524	1053	1895	afika	afika	a f i k a	afika	a f i k a	berapa banyak?	how many?		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3525	1053	1987	ʔapíaha	'apíaha	' a p í a h a	ʔapiaha	ʔ a p i a h a	berapa banyak?	how many?		Enggano	Kähler 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3526	1053	1987	ap	ap	a p	ap	a p	berapa banyak?	how many?		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3527	1053	1987	ap	ap	a p	ap	a p	berapa banyak?	how many?		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3528	1053	2011	ʔapiah	'apiah	' a p i a h	ʔapiah	ʔ a p i a h	berapa banyak?	how many?		Enggano Meok	Yoder 2011	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
3529	1053	2019	apiah	apiah	a p i a h	apiah	a p i a h	berapa banyak?	how many?		Enggano Elicitation	Aron 2019	NA	NA	NA	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pijax</a>	how much, how many	ACD	*<a href=""https://acd.clld.org/cognatesets/30605"" target=""_blank"">pija</a>	how much, how many	ACD	Edwards 2015:94-97, Kähler 1987:19	HOW MANY	Cognition	https://concepticon.clld.org/parameters/822	8
