year	words	indonesian_gloss	english_gloss	semantic_field	EngganoLanguage	EngganoSource	id	year_id	english_new	n_word	notes	note_year	note_id	note_etc
2011	koʔmai	pendatang	newcomer		Enggano Meok	Yoder 2011	1441	2011	newcomer	1				
2019	komay	pendatang	newcomer		Enggano Elicitation	Aron 2019	1441	2019	newcomer	1				
1895	kapapo ĕ	julukan	nickname		Enggano Pulau Dua 1895	Stockhof 1987	1442	1895	nickname	1				
1864	kapohpoh[-loppoh]	malam	night	time	Enggano North	Walland 1864	1443	1864	night	1				
1895	kafŏ	malam	night	time	Enggano Pulau Dua 1895	Stockhof 1987	1443	1895	night	1				
1982	põõ	malam	night	time	Enggano	Capell 1982	1443	1982	not	1				
1987	ẽpȭ	malam	night	time	Enggano	Kähler 1987	1443	1987K	night	1				
1864	ko-assaij[-loppoh]	malam	night	time	Enggano North	Walland 1864	1444	1864	night	1	This is the only word that is listed with s, possibly reflecting /ç/	This is the only word that is listed with s, possibly reflecting /ç/	The literal meaning of this lexeme seems to be 'it gets dark'	
1870	lako aisje	malam	night	time	Enggano	Francis 1870	1444	1870	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1888	kohajĕ ; kokajĕ	malam	night	time	Enggano	Helfrich 1888	1444	1888	night	2			The literal meaning of this lexeme seems to be 'it gets dark'	
1891	koahjĕ	malam	night	time	Enggano Kèfoe	Helfrich & Pieters 1891	1444	1891	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1891	koahjĕ	malam	night	time	Enggano Barohia	Helfrich & Pieters 1891	1444	1891	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1894	coahia	malam	night	time	Enggano	Modigliani 1894	1444	1894	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1895	koahjĕ	malam	night	time	Enggano Pulau Dua 1895	Stockhof 1987	1444	1895	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1916	koahie(j)a ; koahie(j)ĕ	malam	night	time	Enggano	Helfrich 1916	1444	1916	evening, night	2			The literal meaning of this lexeme seems to be 'it gets dark'	
ms.	ko'ʔa͜eç ; ko'ʔaç	malam	night	time	Enggano	Nothofer 1986 ms.	1444	ms.	night	2			The literal meaning of this lexeme seems to be 'it gets dark'	
1987	kakoʔa͜ixa [edopo] ; koʔa͜ixa	malam	night	time	Enggano	Kähler 1987	1444	1987K	night	2			The literal meaning of this lexeme seems to be 'it gets dark'	
1987	karpo'aS̄	malam	night	time	Enggano Malakoni	Kasim et al. 1987	1444	1987	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
1987	karpo'as̄	malam	night	time	Enggano Banjar Sari	Kasim et al. 1987	1444	1987	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
2011	karkoʔoaix	malam	night	time	Enggano Meok	Yoder 2011	1444	2011	night	1			The literal meaning of this lexeme seems to be 'it gets dark'	
2019	karko'eh ; ko'eh	malam	night	time	Enggano Elicitation	Aron 2019	1444	2019	night	2			The literal meaning of this lexeme seems to be 'it gets dark'	
<1855	koleh[-lofoh]	malam	night	time	Enggano	Brouwer <1855	1445	<1855	night	1				
1855	tikodo [ilopo]	malam	night	time	Enggano South?	v. Rosenberg 1855	1445	1855vR	night	1				
1855	koli[lopo]	malam	night	time	Enggano Northwest?	vd Straten & S. 1855	1445	1855vdS	night	1				
1891	(i)baïkaïk	sembilan	nine	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	1446	1891	nine	1			The literal meaning is 'one is coming'	
1891	(i)baïkaïk	sembilan	nine	numerals	Enggano Barohia	Helfrich & Pieters 1891	1446	1891	nine	1			The literal meaning is 'one is coming'	
1895	baikaik ; ibaikaik	sembilan	nine	numerals	Enggano Pulau Dua 1895	Stockhof 1987	1446	1895	nine	2			The literal meaning is 'one is coming'	
1987	aba͜i kaha͜iʔi	sembilan	nine	numerals	Enggano	Kähler 1987	1446	1987K	nine	1			The literal meaning is 'one is coming'	
2011	kaba kahaiʔ	sembilan	nine	numerals	Enggano Meok	Yoder 2011	1446	2011	nine	1			The literal meaning is 'one is coming'	
2019	kaba kaha'i	sembilan	nine	numerals	Enggano Elicitation	Aron 2019	1446	2019	nine	1			The literal meaning is 'one is coming'	
<1855	alima-afah	sembilan	nine	numerals	Enggano	Brouwer <1855	1447	<1855	nine	1			The literal meaning is 'five and four'	
1855	alimei äopa	sembilan	nine	numerals	Enggano South?	v. Rosenberg 1855	1447	1855vR	nine	1			The literal meaning is 'five and four'	
1855	lieba afa	sembilan	nine	numerals	Enggano Northwest?	vd Straten & S. 1855	1447	1855vdS	nine	1			The literal meaning is 'five and four'	
1864	aliebah ijoepah	sembilan	nine	numerals	Enggano North	Walland 1864	1447	1864	nine	1			The literal meaning is 'five and four'	
1870	aliema é afa	sembilan	nine	numerals	Enggano	Francis 1870	1447	1870	nine	1			The literal meaning is 'five and four'	
1879	aliebe é afa	sembilan	nine	numerals	Enggano	Oudemans 1879	1447	1879	nine	1			The literal meaning is 'five and four'	
1894	alime afa	sembilan	nine	numerals	Enggano	Modigliani 1894	1447	1894	nine	1			The literal meaning is 'five and four'	
1870	adoea kododoka é aliema takka	sembilan ratus	nine hundred	numerals	Enggano	Francis 1870	1448	1870	nine hundred	1				
1891	kifa hoekjo baïkaik	sembilan belas	nineteen		Enggano Kèfoe	Helfrich & Pieters 1891	1449	1891	nineteen	1				
1891	kifa hoekjo baïkaik	sembilan belas	nineteen		Enggano Barohia	Helfrich & Pieters 1891	1449	1891	nineteen	1				
1895	kifahoekjo baikaik	sembilan belas	nineteen		Enggano Pulau Dua 1895	Stockhof 1987	1449	1895	nineteen	1				
1864	kapoeloe aliebah ijoepah	sembilan belas	nineteen	numerals	Enggano North	Walland 1864	1450	1864	nineteen	1				
1894	cahafúlo alíme afa	sembilan belas	nineteen	numerals	Enggano	Modigliani 1894	1450	1894	nineteen	1				
1870	afa takka é kahafoeloe	sembilan	ninety	numerals	Enggano	Francis 1870	1451	1870	ninety	1				
1879	afa takka é kahafoeloe	sembilan	ninety	numerals	Enggano	Oudemans 1879	1451	1879	ninety	1				
1891	afa takajo kifahoek	sembilan	ninety	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	1451	1891	ninety	1				
1891	afa takajo kifahoek	sembilan	ninety	numerals	Enggano Barohia	Helfrich & Pieters 1891	1451	1891	ninety	1				
1894	afa taccá cahafúlo	sembilan	ninety	numerals	Enggano	Modigliani 1894	1451	1894	ninety	1				
1855	klokko	pohon nipah	nipa palm	plants	Enggano Northwest?	vd Straten & S. 1855	1452	1855vdS	k.o. wood	1				
1888	kokkok²	pohon nipah	nipa palm	plants	Enggano	Helfrich 1888	1452	1888	nipa palm	1				
1987	ekoʔokoʔo ; ekõʔõ[kõʔõ]	pohon nipah	nipa palm	plants	Enggano	Kähler 1987	1452	1987K	nipa palm	2				
1895	goela	pohon nipah	nipa palm	plants	Enggano Pulau Dua 1895	Stockhof 1987	1453	1895	nipa palm	1				
1895	èmiekieĕ	telur kutu	nit	animals	Enggano Pulau Dua 1895	Stockhof 1987	1454	1895	nit	1				
1987	emikiõ	telur kutu	nit	animals	Enggano	Kähler 1987	1454	1987K	nit	1				
1987	kéabaʔa	bukan	no	function words	Enggano	Kähler 1987	1455	1987K	no	1				
2011	keʔpan	bukan	no	function words	Enggano Meok	Yoder 2011	1455	2011	bukan	1				
2019	ke'pan ; kep	bukan	no	function words	Enggano Elicitation	Aron 2019	1455	2019	no	2	first word polite, second word impolite:	<w><m>ke'pan</m> <def> polite</def></w> ; <w><m>kep</m> <def>  impolite:</def></w>		
1895	kaoewa(k)	mengangguk	nod	activities	Enggano Pulau Dua 1895	Stockhof 1987	1456	1895	nod	1				
1891	kifahauwĕ	bising	noisy		Enggano Kèfoe	Helfrich & Pieters 1891	1457	1891	noisy	1				
1891	kifahauwĕ	bising	noisy		Enggano Barohia	Helfrich & Pieters 1891	1457	1891	noisy	1				
1891	èodoe	mengkudu	noni		Enggano Kèfoe	Helfrich & Pieters 1891	1458	1891	noni tree	1				
1891	èoroe	mengkudu	noni		Enggano Barohia	Helfrich & Pieters 1891	1458	1891	noni tree	1				
1895	èŏroe	mengkudu	noni		Enggano Pulau Dua 1895	Stockhof 1987	1458	1895	Morinda atrocarpus, betel	1				
1870	paroheije	siang	noon	time	Enggano	Francis 1870	1459	1870	noon	1				12 p.m.
1879	paroheije	siang	noon	time	Enggano	Oudemans 1879	1459	1879	noon	1				12 p.m.
1891	parohaja	siang	noon	time	Enggano Kèfoe	Helfrich & Pieters 1891	1459	1891	noon	1				12 p.m.
1891	parohaja	siang	noon	time	Enggano Barohia	Helfrich & Pieters 1891	1459	1891	noon	1				12 p.m.
<1855	pano-pano	hidung	nose	body parts	Enggano	Brouwer <1855	1460	<1855	nose	1				
1855	fanoe	hidung	nose	body parts	Enggano South?	v. Rosenberg 1855	1460	1855vR	nose	1				
1855	pano	hidung	nose	body parts	Enggano Northwest?	vd Straten & S. 1855	1460	1855vdS	nose	1				
1864	fanoh ; panoh	hidung	nose	body parts	Enggano North	Walland 1864	1460	1864	nose	2	first word means 'nose', second word means 'neck'	<w><m>fanoh</m> <def> means 'nose'</def></w> ; <w><m>panoh</m> <def>  means 'neck'</def></w>		
1870	e fano	hidung	nose	body parts	Enggano	Francis 1870	1460	1870	nose	1				
1879	éfano	hidung	nose	body parts	Enggano	Oudemans 1879	1460	1879	nose	1				
1891	èfanoe	hidung	nose	body parts	Enggano Kèfoe	Helfrich & Pieters 1891	1460	1891	nose	1				
1891	èpanoe	hidung	nose	body parts	Enggano Barohia	Helfrich & Pieters 1891	1460	1891	nose	1				
1894	epanu	hidung	nose	body parts	Enggano	Modigliani 1894	1460	1894	nose	1				
1895	èfanoe ; èpanoe	hidung	nose	body parts	Enggano Pulau Dua 1895	Stockhof 1987	1460	1895	nose	2				
1982	fanu	hidung	nose	body parts	Enggano	Capell 1982	1460	1982	one	1				
1987	ẽ-pãnũ	hidung	nose	body parts	Enggano	Kähler 1987	1460	1987K	nose	1				
1987	paŋ	hidung	nose	body parts	Enggano Malakoni	Kasim et al. 1987	1460	1987	nose	1				
1987	panum	hidung	nose	body parts	Enggano Banjar Sari	Kasim et al. 1987	1460	1987	nose	1				
2011	pan	hidung	nose	body parts	Enggano Meok	Yoder 2011	1460	2011	nose	1				
2019	epan	hidung	nose	body parts	Enggano Elicitation	Aron 2019	1460	2019	nose	1				
1855	keba	tidak	not	function words	Enggano Northwest?	vd Straten & S. 1855	1461	1855vdS	not	1				
1870	kèwa	tidak	not	function words	Enggano	Francis 1870	1461	1870	not	1				
1879	kèwa	tidak	not	function words	Enggano	Oudemans 1879	1461	1879	not	1				
1891	kèo	tidak	not	function words	Enggano Kèfoe	Helfrich & Pieters 1891	1461	1891	there is not	1				
1891	kèo	tidak	not	function words	Enggano Barohia	Helfrich & Pieters 1891	1461	1891	there is not	1				
1894	chèa	tidak	not	function words	Enggano	Modigliani 1894	1461	1894	not	1				
1895	kèo	tidak	not	function words	Enggano Pulau Dua 1895	Stockhof 1987	1461	1895	no	1				
1982	ke̲abaʔa	tidak	not	function words	Enggano	Capell 1982	1461	1982	not	1				
1987	kEq	tidak	not	function words	Enggano Malakoni	Kasim et al. 1987	1461	1987	no, not	1				
1987	kEq	tidak	not	function words	Enggano Banjar Sari	Kasim et al. 1987	1461	1987	no, not	1				
2011	keʔ	tidak	not	function words	Enggano Meok	Yoder 2011	1461	2011	not	1				
2019	ke(o)	tidak	not	function words	Enggano Elicitation	Aron 2019	1461	2019	belum	1				
1891	mahöna	tidak	not	function words	Enggano Kèfoe	Helfrich & Pieters 1891	1462	1891	no, not	1				
1891	mahöna	tidak	not	function words	Enggano Barohia	Helfrich & Pieters 1891	1462	1891	no, not	1				
1888	mèmoe	tidak	not	function words	Enggano	Helfrich 1888	1463	1888	not	1				
1894	chèfe iabacó	tidak sampai	not arrive	movement	Enggano	Modigliani 1894	1464	1894	not arrive	1				
2011	ki-ʔiai	tidak sampai	not arrive	movement	Enggano Meok	Yoder 2011	1464	2011	not arrive	1				
2019	ke'yakė	tidak sampai	not arrive	movement	Enggano Elicitation	Aron 2019	1464	2019	not arrive	1				
2011	keam	bukanlah	not be	function words	Enggano Meok	Yoder 2011	1465	2011	not be	1				
2019	keab	bukanlah	not be	function words	Enggano Elicitation	Aron 2019	1465	2019	not be	1				
1855	kafinai	kurang	not enough	quantity	Enggano Northwest?	vd Straten & S. 1855	1466	1855vdS	not enough	1				
1891	kaoefèk²	belum	not yet	function words	Enggano Kèfoe	Helfrich & Pieters 1891	1467	1891	not yet	1				
1891	kaoefèk²	belum	not yet	function words	Enggano Barohia	Helfrich & Pieters 1891	1467	1891	not yet	1				
1894	capé	belum	not yet	function words	Enggano	Modigliani 1894	1467	1894	not yet	1				
1895	kaoefè(k)	belum	not yet	function words	Enggano Pulau Dua 1895	Stockhof 1987	1467	1895	not yet	1				
2019	kep	belum	not yet	function words	Enggano Elicitation	Aron 2019	1467	2019	not yet	1				
1895	māāfè	belum	not yet	function words	Enggano Pulau Dua 1895	Stockhof 1987	1468	1895	not yet	1				
1891	okok²oi	takik	notch		Enggano Kèfoe	Helfrich & Pieters 1891	1469	1891	notch	1				
1891	okok²oi	takik	notch		Enggano Barohia	Helfrich & Pieters 1891	1469	1891	notch	1				
1891	kionikak²	sumbing	notched		Enggano Kèfoe	Helfrich & Pieters 1891	1470	1891	notched	1				
1891	kionikak²	sumbing	notched		Enggano Barohia	Helfrich & Pieters 1891	1470	1891	notched	1				
1891	faudĕ	memelihara	nourish		Enggano Kèfoe	Helfrich & Pieters 1891	1471	1891	nourish	1				
1891	(baha)paudĕ	memelihara	nourish		Enggano Barohia	Helfrich & Pieters 1891	1471	1891	nourish	1				
1870	nooije	sekarang	now		Enggano	Francis 1870	1472	1870	now	1				
1891	noo	sekarang	now		Enggano Kèfoe	Helfrich & Pieters 1891	1472	1891	now	1				
1891	noo	sekarang	now		Enggano Barohia	Helfrich & Pieters 1891	1472	1891	now	1				
1894	nóoni	sekarang	now		Enggano	Modigliani 1894	1472	1894	now	1				
1895	nŏŏ	sekarang	now		Enggano Pulau Dua 1895	Stockhof 1987	1472	1895	now, at present	1				
2011	nɘʔɘn	sekarang	now		Enggano Meok	Yoder 2011	1472	2011	now	1				
2019	nė'ėn	sekarang	now		Enggano Elicitation	Aron 2019	1472	2019	now	1				
<1855	oedji	dayung	oar		Enggano	Brouwer <1855	1473	<1855	oar	1				
1855	oedjie oedjie	dayung	oar		Enggano Northwest?	vd Straten & S. 1855	1473	1855vdS	oar	1				
1895	èŏdjie	dayung	oar		Enggano Pulau Dua 1895	Stockhof 1987	1473	1895	oar	1				
2011	iuʔuis	dayung	oar		Enggano Meok	Yoder 2011	1473	2011	oar	1				
2019	yė'ic	dayung	oar		Enggano Elicitation	Aron 2019	1473	2019	oar	1				
1891	abakoewĕ	mematuhi	obey		Enggano Kèfoe	Helfrich & Pieters 1891	1474	1891	obey	1				
1891	abakoewĕ	mematuhi	obey		Enggano Barohia	Helfrich & Pieters 1891	1474	1891	obey	1				
1891	èokaha	tengkuk	occiput		Enggano Kèfoe	Helfrich & Pieters 1891	1475	1891	occiput	1				
1891	èokaha	tengkuk	occiput		Enggano Barohia	Helfrich & Pieters 1891	1475	1891	occiput	1				
1895	koekèdia(k)	menawar	offer		Enggano Pulau Dua 1895	Stockhof 1987	1476	1895	offer, bargain	1				
1987	ababa	sering	often		Enggano Malakoni	Kasim et al. 1987	1477	1987	often	1				
1987	ababa	sering	often		Enggano Banjar Sari	Kasim et al. 1987	1477	1987	often	1				
1864	fiopoh	minyak	oil	natural objects	Enggano North	Walland 1864	1478	1864	oil	1				H&P loanword
1891	minjak	minyak	oil	natural objects	Enggano Kèfoe	Helfrich & Pieters 1891	1478	1891	oil	1				H&P loanword
1891	minjak	minyak	oil	natural objects	Enggano Barohia	Helfrich & Pieters 1891	1478	1891	oil	1				H&P loanword
1894	epihopò	minyak	oil	natural objects	Enggano	Modigliani 1894	1478	1894	oil	1				H&P loanword
1891	èajahak²jobi	pelita	oil lamp	human objects	Enggano Kèfoe	Helfrich & Pieters 1891	1479	1891	oil lamp	1				
1891	èajahak²jobi	pelita	oil lamp	human objects	Enggano Barohia	Helfrich & Pieters 1891	1479	1891	oil lamp	1				
1895	eajaha(k) jobi	pelita	oil lamp	human objects	Enggano Pulau Dua 1895	Stockhof 1987	1479	1895	oil lamp	1				
1894	ehaenui	pelita	oil lamp	human objects	Enggano	Modigliani 1894	1480	1894	torch, oil lamp	1				
1870	eá	tua	old	human features	Enggano	Francis 1870	1481	1870	old	1				
1879	éā	tua	old	human features	Enggano	Oudemans 1879	1481	1879	old	1				
1891	èaak	tua	old	human features	Enggano Kèfoe	Helfrich & Pieters 1891	1481	1891	old	1				
1891	èaak	tua	old	human features	Enggano Barohia	Helfrich & Pieters 1891	1481	1891	old	1				
1895	èaak	tua	old	human features	Enggano Pulau Dua 1895	Stockhof 1987	1481	1895	old	1				
1894	capu	tua	old	human features	Enggano	Modigliani 1894	1482	1894	old	1				
1895	kafoe	tua	old	human features	Enggano Pulau Dua 1895	Stockhof 1987	1482	1895	old man	1				
1987	kãpũ(ũ)	tua	old	human features	Enggano	Kähler 1987	1482	1987K	old	1				
1895	kifienè	tua	old	human features	Enggano Pulau Dua 1895	Stockhof 1987	1483	1895	old	1				
1895	koeōdĕ	tua	old	human features	Enggano Pulau Dua 1895	Stockhof 1987	1484	1895	old, worn	1				
1987	ka-buodo	tua	old	human features	Enggano	Kähler 1987	1484	1987K	old	1				
1987	duo	tua	old	human features	Enggano Malakoni	Kasim et al. 1987	1484	1987	old	1				
1987	duo	tua	old	human features	Enggano Banjar Sari	Kasim et al. 1987	1484	1987	old	1				
2011	iaʔdɘb	tua	old	human features	Enggano Meok	Yoder 2011	1484	2011	old	1				
1864	napoea-kah	tua	old		Enggano North	Walland 1864	1485	1864	old	1				
1870	ekafoe	pria tua	old man	people	Enggano	Francis 1870	1486	1870	old man	1				
1879	ekafoe	pria tua	old man	people	Enggano	Oudemans 1879	1486	1879	old man	1				
1870	kaniejahe	wanita tua	old woman	people	Enggano	Francis 1870	1487	1870	old woman	1				
1879	kaniejahé	wanita tua	old woman	people	Enggano	Oudemans 1879	1487	1879	old woman	1				
1870	à à	kakak	older sibling		Enggano	Francis 1870	1488	1870	cousin	1				
1879	à-à	kakak	older sibling		Enggano	Oudemans 1879	1488	1879	cousin	1				
1891	[èhèie] èaak	kakak	older sibling		Enggano Kèfoe	Helfrich & Pieters 1891	1488	1891	older sibling	1	This word literally means 'younger + older sibling'	<w><m>[èhèie] èaak</m> <def>literally means 'younger + older sibling'</def></w>		
1891	[èhèie] èaak	kakak	older sibling		Enggano Barohia	Helfrich & Pieters 1891	1488	1891	older sibling	1	This word literally means 'younger + older sibling'	<w><m>[èhèie] èaak</m> <def>literally means 'younger + older sibling'</def></w>		
1895	èāāk	kakak	older sibling		Enggano Pulau Dua 1895	Stockhof 1987	1488	1895	older sibling	1				
1987	eʔaʔa	kakak	older sibling		Enggano	Kähler 1987	1488	1987K	older sibling	1				
1894	maha io	di sisi itu	on that side		Enggano	Modigliani 1894	1489	1894	on that side	1				cf. over there
1864	mahatcè	di sisi ini	on this side	position	Enggano North	Walland 1864	1490	1864	on this side	1				cf. here
1895	kahanoeĕ	satu kali	once	quantity	Enggano Pulau Dua 1895	Stockhof 1987	1491	1895	once	1				
1855	eifa	pohon nibung	Oncosperma tigillarium	plants	Enggano Northwest?	vd Straten & S. 1855	1492	1855vdS	Oncosperma tigillarium	1				
1864	eh-fah	pohon nibung	Oncosperma tigillarium	plants	Enggano North	Walland 1864	1492	1864	Oncosperma tigillarium	1				
1888	èèfo	pohon nibung	Oncosperma tigillarium	plants	Enggano	Helfrich 1888	1492	1888	Oncosperma tigillarium	1				
1854	kahai	satu	one	numerals	Enggano	Boewang 1854	1493	1854	one	1				
<1855	hai	satu	one	numerals	Enggano	Brouwer <1855	1493	<1855	one	1				
1855	dahei	satu	one	numerals	Enggano South?	v. Rosenberg 1855	1493	1855vR	one	1				
1855	egaij	satu	one	numerals	Enggano Northwest?	vd Straten & S. 1855	1493	1855vdS	one	1				
1864	kaihie	satu	one	numerals	Enggano North	Walland 1864	1493	1864	one	1				
1870	kahaie	satu	one	numerals	Enggano	Francis 1870	1493	1870	one	1				
1879	kahaie	satu	one	numerals	Enggano	Oudemans 1879	1493	1879	one	1				
1891	kaik	satu	one	numerals	Enggano Kèfoe	Helfrich & Pieters 1891	1493	1891	one	1				
1891	kaik	satu	one	numerals	Enggano Barohia	Helfrich & Pieters 1891	1493	1891	one	1				
1894	cáic	satu	one	numerals	Enggano	Modigliani 1894	1493	1894	one	1				
1895	kaik	satu	one	numerals	Enggano Pulau Dua 1895	Stockhof 1987	1493	1895	one	1				
1982	kaik	satu	one	numerals	Enggano	Capell 1982	1493	1982	red	1				
1987	kahaiʔi	satu	one	numerals	Enggano	Kähler 1987	1493	1987K	one	1				
1987	kahakh	satu	one	numerals	Enggano Malakoni	Kasim et al. 1987	1493	1987	one	1				
1987	kahakh	satu	one	numerals	Enggano Banjar Sari	Kasim et al. 1987	1493	1987	one	1				
2011	kahaiʔ	satu	one	numerals	Enggano Meok	Yoder 2011	1493	2011	one	1				
2019	kahaik	satu	one	numerals	Enggano Elicitation	Aron 2019	1493	2019	one	1				
1870	akoloe kododoka é kahafoeloe takka é aliema takka	seribu lima ratus	one thousand five hundred	numerals	Enggano	Francis 1870	1494	1870	one thousand five hundred	1				
1870	akoloe kododoka é kahafoeloe takka	seribu empat ratus	one thousand four hundred	numerals	Enggano	Francis 1870	1495	1870	one thousand four hundred	1				
1870	adoea kododoka é kahafoeloe takka é aliema takka	seribu seratus	one thousand one hundred	numerals	Enggano	Francis 1870	1496	1870	one thousand one hundred	1				
1870	afa kododoka	seribu enam ratus	one thousand six hundred	numerals	Enggano	Francis 1870	1497	1870	one thousand six hundred	1				
1870	akoloe kododoka é aliema takka	seribu tiga ratus	one thousand three hundred	numerals	Enggano	Francis 1870	1498	1870	one thousand three hundred	1				
1870	akoloe kododoka	seribu dua ratus	one thousand two hundred	numerals	Enggano	Francis 1870	1499	1870	one thousand two hundred	1				
1864	ka-kénèh	bermata satu	one-eyed	human features	Enggano North	Walland 1864	1500	1864	one-eyed	1				
1982	ʔua	diri	oneself		Enggano	Capell 1982	1501	1982	oneself	1				cf. I
1895	nŏ(k)a	hanya	only		Enggano Pulau Dua 1895	Stockhof 1987	1502	1895	only	1				
1894	eia	hanya/saja	only		Enggano	Modigliani 1894	1503	1894	only	1				
1987	k(i)abúe	keluar	ooze out		Enggano	Kähler 1987	1504	1987K	ooze out	1				cf. flow
1891	koie	terbuka	open (a.)		Enggano Kèfoe	Helfrich & Pieters 1891	1505	1891	open (a.)	1				
1891	koie	terbuka	open (a.)		Enggano Barohia	Helfrich & Pieters 1891	1505	1891	open (a.)	1				
1895	koie	terbuka	open (a.)		Enggano Pulau Dua 1895	Stockhof 1987	1505	1895	open (a.)	1				
2011	ka-uaua	terbuka	open (a.)		Enggano Meok	Yoder 2011	1505	2011	open (a.)	1				
2019	dikėdeki	terbuka	open (a.)		Enggano Elicitation	Aron 2019	1506	2019	open (a.)	1				
2011	pik	terbuka	open (a.)		Enggano Meok	Yoder 2011	1507	2011	open (a.)	1				
1855	boekai	buka	open (v.)	activities	Enggano Northwest?	vd Straten & S. 1855	1508	1855vdS	open (v.)	1				is this a loanword?
1894	bucae	buka	open (v.)	activities	Enggano	Modigliani 1894	1508	1894	open (v.)	1				is this a loanword?
1895	poekai	buka	open (v.)	activities	Enggano Pulau Dua 1895	Stockhof 1987	1508	1895	open (v.)	1				is this a loanword?
2011	puka	buka	open (v.)	activities	Enggano Meok	Yoder 2011	1508	2011	open (v.)	1				is this a loanword?
2019	kahboka ; kipukai ; kėpuka	buka	open (v.)	activities	Enggano Elicitation	Aron 2019	1508	2019	open (v.)	3				is this a loanword?
1891	farikak	lawan	opponent		Enggano Kèfoe	Helfrich & Pieters 1891	1509	1891	opponent	1				
1891	farikak	lawan	opponent		Enggano Barohia	Helfrich & Pieters 1891	1509	1891	opponent	1				
1891	kahafa	seberang ; yang berlawanan	opposite		Enggano Kèfoe	Helfrich & Pieters 1891	1510	1891	opposite	1				
1891	kahafa	seberang ; yang berlawanan	opposite		Enggano Barohia	Helfrich & Pieters 1891	1510	1891	opposite	1				
1894	chihiua comaná	pesanan	order (n.)	abstract things	Enggano	Modigliani 1894	1511	1894	order (n.)	1				
1891	fakoejak²	memesan (v.)	order (v.)		Enggano Kèfoe	Helfrich & Pieters 1891	1512	1891	order (v.)	1				
1891	pakoejak²	memesan (v.)	order (v.)		Enggano Barohia	Helfrich & Pieters 1891	1512	1891	order (v.)	1				
1895	[oewa] bakŏhāda	memesan (v.)	order (v.)		Enggano Pulau Dua 1895	Stockhof 1987	1512	1895	delegate	1	lit. 'I order'	lit. 'I order'		
1894	cahóuca	yatim piatu	orphan	people	Enggano	Modigliani 1894	1513	1894	orphan	1				
2011	daʔarah	yatim piatu	orphan	people	Enggano Meok	Yoder 2011	1513	2011	orphan	1				
2019	dakrah	yatim piatu	orphan	people	Enggano Elicitation	Aron 2019	1513	2019	orphan	1				
1891	mahöna	lainnya	other		Enggano Kèfoe	Helfrich & Pieters 1891	1514	1891	other	1				
1891	mahöna	lainnya	other		Enggano Barohia	Helfrich & Pieters 1891	1514	1891	other	1				
1987	aqm'eh	lainnya	other		Enggano Malakoni	Kasim et al. 1987	1514	1987	other	1				
1987	aqm'eh	lainnya	other		Enggano Banjar Sari	Kasim et al. 1987	1514	1987	other	1				
2011	kahaiʔ mɘh	lainnya	other		Enggano Meok	Yoder 2011	1514	2011	other	1				
1982	-dai ; -nãĩ	milik kita	our (excl.)	pronouns	Enggano	Capell 1982	1515	1982	our (excl.)	2				
1982	-kaʔa	milik kita	our (incl.)	pronouns	Enggano	Capell 1982	1516	1982	our (incl.)	1				
1894	eharu	milik kita	ours (incl.)	pronouns	Enggano	Modigliani 1894	1517	1894	ours (incl.)	1				lit. 'our thing'
2011	haruk	milik kita	ours (incl.)	pronouns	Enggano Meok	Yoder 2011	1517	2011	ours (incl.)	1				lit. 'our thing'
1891	kioba	padam (api)	out (fire)		Enggano Kèfoe	Helfrich & Pieters 1891	1518	1891	out (fire)	1				
1891	kioba	padam (api)	out (fire)		Enggano Barohia	Helfrich & Pieters 1891	1518	1891	out (fire)	1				
1891	èapodie	cadik	outrigger		Enggano Kèfoe	Helfrich & Pieters 1891	1519	1891	outrigger	1				
1891	èapodie	cadik	outrigger		Enggano Barohia	Helfrich & Pieters 1891	1519	1891	outrigger	1				
1891	ènana	cadik	outrigger		Enggano Kèfoe	Helfrich & Pieters 1891	1520	1891	outrigger	1				
1891	ènana	cadik	outrigger		Enggano Barohia	Helfrich & Pieters 1891	1520	1891	outrigger	1				
1891	ikahaĕ ; (ho) kahaĕ	di luar	outside	position	Enggano Kèfoe	Helfrich & Pieters 1891	1521	1891	outside	2	first word means 'out there', second word means 'outside' (same root)	<w><m>ikahaĕ</m> <def> means 'out there'</def></w> ; <w><m>(ho) kahaĕ</m> <def>  means 'outside' (same root)</def></w>		
1891	ikahaĕ ; (ho) kahaĕ	di luar	outside	position	Enggano Barohia	Helfrich & Pieters 1891	1521	1891	outside	2	first word means 'out there', second word means 'outside' (same root)	<w><m>ikahaĕ</m> <def> means 'out there'</def></w> ; <w><m>(ho) kahaĕ</m> <def>  means 'outside' (same root)</def></w>		
1895	kahaĕ	di luar	outside	position	Enggano Pulau Dua 1895	Stockhof 1987	1521	1895	outside	1				
1987	i-debe	atas	over		Enggano	Kähler 1987	1522	1987K	over	1				
1987	i-tebe	atas	over		Enggano	Kähler 1987	1523	1987K	over	1				
