ID	Cognate ID	Year	Given as	Common transcription	Common transcription tokenised	IPA phonemic transcription	IPA phonmeic transcription tokenised	Indonesian	English	Original English gloss in source	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Semantic field	Concepticon	Number of Cognates
4088	1239	1895	kifarai	kifarai	k i f a r a i	kifarai	k i f a r a i	timpang	lame		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAME	The body	https://concepticon.clld.org/parameters/320	1
4089	1240	1895	kiho(k)ja	kixO'ya	k i x O ' y a	kiçɔʔja	k i ç ɔ ʔ j a	timpang	lame		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAME	The body	https://concepticon.clld.org/parameters/320	1
4090	1241	1894	caracoiaidia	karakoia:idia	k a r a k o i a:i d i a	karakoiaidia	k a r a k o i ai d i a	timpang	lame	limp, lame	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAME	The body	https://concepticon.clld.org/parameters/320	1
4091	1242	2011	napu	napu	n a p u	napu	n a p u	lampu	lamp		Enggano Meok	Yoder 2011	NA	loanword lampu		NA	NA	NA	NA	NA	NA	NA	LAMP	The house	https://concepticon.clld.org/parameters/625	1
4092	1242	2019	napu	napu	n a p u	napu	n a p u	lampu	lamp		Enggano Elicitation	Aron 2019	NA	loanword lampu		NA	NA	NA	NA	NA	NA	NA	LAMP	The house	https://concepticon.clld.org/parameters/625	1
4093	1243	1891	ijokie	iyoki	i y o k i	ijoki	i j o k i	darat	land		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAND	The physical world	https://concepticon.clld.org/parameters/626	1
4094	1243	1891	ijokie	iyoki	i y o k i	ijoki	i j o k i	darat	land		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAND	The physical world	https://concepticon.clld.org/parameters/626	1
4095	1243	1895	ijokie	iyOki	i y O k i	ijɔki	i j ɔ k i	darat	land		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAND	The physical world	https://concepticon.clld.org/parameters/626	1
4096	1244	2011	kãʔẽ	kã'ẽ	k ã ' ẽ	kãʔɛ̃	k ã ʔ ɛ̃	tanah bengkok	land as salary		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WAGES	Possession	https://concepticon.clld.org/parameters/1122	2
4097	1244	2019	kã'ẽ	kã'ẽ	k ã ' ẽ	kãʔẽ	k ã ʔ ẽ	tanah bengkok	land as salary		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WAGES	Possession	https://concepticon.clld.org/parameters/1122	2
4098	1245	2019	kã'ũẽ	kã'ũẽ	k ã ' ũ ẽ	kãʔũẽ	k ã ʔ ũ ẽ	tanah sebagai gaji	land as salary		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	WAGES	Possession	https://concepticon.clld.org/parameters/1122	1
4099	1246	1855	kimakima	kimakima	k i m a k i m a	kimakima	k i m a k i m a	bentang darat	landscape		Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LANDSCAPE	The physical world	https://concepticon.clld.org/parameters/2342	1
4100	1247	1891	kiofai	kiofai	k i o f a i	kiofai	k i o f a i	pangkuan	lap		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAP	The body	https://concepticon.clld.org/parameters/3263	1
4101	1247	1891	kiofai	kiofai	k i o f a i	kiofai	k i o f a i	pangkuan	lap		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAP	The body	https://concepticon.clld.org/parameters/3263	1
4102	1248	1895	hokèora(k)	hOkEOra'	h O k E O r a '	hɔkɛɔraʔ	h ɔ k ɛ ɔ r a ʔ	terakhir	last		Enggano Pulau Dua 1895	Stockhof 1987	NA	lit. 'child last'		NA	NA	NA	NA	NA	NA	NA	LAST (FINAL)	Quantity	https://concepticon.clld.org/parameters/1529	2
4103	1248	1987	e-ada ẽ-ãkãkãnũ	e-ada ẽ-ãkãkãnũ	e - a d a # ẽ - ã k ã k ã n ũ	e-ada ẽ-ãkãkãnũ	e - a d a # ẽ - ã k ã k ã n ũ	terakhir	last		Enggano	Kähler 1987	NA	lit. 'child last'		NA	NA	NA	NA	NA	NA	NA	LAST (FINAL)	Quantity	https://concepticon.clld.org/parameters/1529	2
4104	1249	1895	akakanoe	akakanu	a k a k a n u	akakanu	a k a k a n u	terakhir	last		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAST (FINAL)	Quantity	https://concepticon.clld.org/parameters/1529	1
4105	1250	1870	na a	na a	n a # a	na a	n a # a	nanti	later		Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	5
4106	1250	1891	naa(ha)fè	naa(ha)fE	n a a ( h a ) f E	naa(ha)fɛ	n a a ( h a ) f ɛ	nanti	later		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	5
4107	1250	1891	naa(ha)fè ; naapè	naa(ha)fE ; naapE	n a a ( h a ) f E # ; # n a a p E	naa(ha)fɛ ; naapɛ	n a a ( h a ) f ɛ # ; # n a a p ɛ	nanti	later		Enggano Barohia	Helfrich & Pieters 1891	naa(ha)fè  means 'later' ; naapè   means 'moment'	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	5
4108	1250	1894	naapé	naape	n a a p e	naape	n a a p e	nanti	later		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	5
4109	1250	1895	naafè ; naapè	naafE ; naapE	n a a f E # ; # n a a p E	naafɛ ; naapɛ	n a a f ɛ # ; # n a a p ɛ	nanti	later		Enggano Pulau Dua 1895	Stockhof 1987	naafè  means 'shortly' ; naapè   means 'a moment'	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	5
4110	1251	2011	naʔan ; nahʔem	na'an ; nah'Em	n a ' a n # ; # n a h ' E m	naʔan ; nahʔɛm	n a ʔ a n # ; # n a h ʔ ɛ m	nanti	later		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	2
4111	1251	2019	na'an	na'an	n a ' a n	naʔan	n a ʔ a n	nanti	later		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LATE	Time	https://concepticon.clld.org/parameters/477	2
4112	1252	1891	èok²oi	Eo'o:i	E o ' o:i	ɛoʔɔi	ɛ o ʔ ɔi	tertawa	laugh		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4113	1252	1891	èok²oi	Eo'o:i	E o ' o:i	ɛoʔɔi	ɛ o ʔ ɔi	tertawa	laugh		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4114	1252	1894	eocaha	eokaha	e o k a h a	eokaha	e o k a h a	tertawa	laugh		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4115	1252	1987	ki-(ʔo)ʔokáhai	ki-('o)'okáhai	k i - ( ' o ) ' o k á h a i	ki-(ʔo)ʔokáhai	k i - ( ʔ o ) ʔ o k á h a i	tertawa	laugh		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4116	1252	2011	ʔɨʔkah	'u̇'kah	' u̇ ' k a h	ʔɨʔkah	ʔ ɨ ʔ k a h	tertawa	laugh		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4117	1252	2019	kė'kah	kė'kah	k ė ' k a h	kәʔkah	k ә ʔ k a h	tertawa	laugh		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4118	1253	1894	epaucaha	epa:ukaha	e p a:u k a h a	epaukaha	e p au k a h a	tertawa	laugh		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4119	1253	1895	abaoekakaj	abaukakay	a b a u k a k a y	abaukakaj	a b a u k a k a j	tertawa	laugh		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4120	1253	1987	ki-ʔɨkahai	ki-'u̇kahai	k i - ' u̇ k a h a i	ki-ʔɨkahai	k i - ʔ ɨ k a h a i	tertawa	laugh		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4121	1253	1987	kekah	kekah	k e k a h	kekah	k e k a h	tertawa	laugh		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4122	1253	1987	kekah	kekah	k e k a h	kekah	k e k a h	tertawa	laugh		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4123	1253	2011	kɨʔkah	ku̇'kah	k u̇ ' k a h	kɨʔkah	k ɨ ʔ k a h	tertawa	laugh		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	5
4124	1254	1895	gĕlå	gėlå	g ė l å	gəlå	g ə l å	tertawa	laugh		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAUGH	Emotions and values	https://concepticon.clld.org/parameters/1355	1
4125	1255	1891	faofak²	fa:ofa'	f a:o f a '	faofaʔ	f ao f a ʔ	lapisan	layer		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4126	1255	1891	faofak²	fa:ofa'	f a:o f a '	faofaʔ	f ao f a ʔ	lapisan	layer		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
4127	1256	1855	kalamaina	kalama:ina	k a l a m a:i n a	kalamaina	k a l a m ai n a	malas	lazy		Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4128	1256	1891	kok²kok²jĕèa	ko'ko'yėEa	k o ' k o ' y ė E a	koʔkoʔjəɛa	k o ʔ k o ʔ j ə ɛ a	malas	lazy		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4129	1256	1891	kok²kok²jĕèa	ko'ko'yėEa	k o ' k o ' y ė E a	koʔkoʔjəɛa	k o ʔ k o ʔ j ə ɛ a	malas	lazy		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4130	1256	1894	caracòia iaidia	karako:ia ia:idia	k a r a k o:i a # i a:i d i a	karakɔia iaidia	k a r a k ɔi a # i ai d i a	malas	lazy		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4131	1256	2011	kokoiʔea	koko:i'Ea	k o k o:i ' E a	kokɔiʔɛa	k o k ɔi ʔ ɛ a	malas	lazy		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4132	1256	2019	kokoi'ea	kokoi'ea	k o k o i ' e a	kokoiʔea	k o k o i ʔ e a	malas	lazy		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LAZY	The body	https://concepticon.clld.org/parameters/1564	5
4133	1257	1864	toeroe	turu	t u r u	turu	t u r u	daun	leaf		Enggano North	Walland 1864	confusion of t/f, *foeroe expected	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4134	1257	1891	foenoe	funu	f u n u	funu	f u n u	daun	leaf		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4135	1257	1891	poeroeroei koewo	pururui kuwo	p u r u r u i # k u w o	pururui kuwo	p u r u r u i # k u w o	daun	leaf		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4136	1257	1895	èfoenoe	Efunu	E f u n u	ɛfunu	ɛ f u n u	daun	leaf		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4137	1257	1979	e'pururui ; purudu	e'pururui ; purudu	e ' p u r u r u i # ; # p u r u d u	eʔpururui ; purudu	e ʔ p u r u r u i # ; # p u r u d u	daun	leaf		Enggano	Amran et al. 1979	apparently ""e'pururui"" is low register ; ""purudu"" is high register	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4138	1257	1982	pūnũ	puunũ	p uu n ũ	puːnũ	p uː n ũ	daun	leaf		Enggano	Capell 1982	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4139	1257	1987	ẽ-pũnũ ; e-pudu	ẽ-pũnũ ; e-pudu	ẽ - p ũ n ũ # ; # e - p u d u	ẽ-pũnũ ; e-pudu	ẽ - p ũ n ũ # ; # e - p u d u	daun	leaf		Enggano	Kähler 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4140	1257	1987	pruru	pruru	p r u r u	pruru	p r u r u	daun	leaf		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4141	1257	1987	pruru	pruru	p r u r u	pruru	p r u r u	daun	leaf		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4142	1257	2019	purdu kibuh	purdu kibuh	p u r d u # k i b u h	purdu kibuh	p u r d u # k i b u h	daun	leaf		Enggano Elicitation	Aron 2019	NA	NA	NA	?			*<a href=""https://acd.clld.org/cognatesets/25692"" target=""_blank"">buluŋ</a>	medicinal herbs	ACD	Edwards 2015:94-97	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	9
4143	1258	1891	kihoedo	kixudo	k i x u d o	kiçudo	k i ç u d o	daun	leaf		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	2
4144	1258	1891	kihoedo	kixudo	k i x u d o	kiçudo	k i ç u d o	daun	leaf		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	2
4145	1258	1895	kihoedŏ	kixudO	k i x u d O	kiçudɔ	k i ç u d ɔ	daun	leaf		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	2
4146	1259	2011	dix	dix	d i x	diç	d i ç	daun	leaf		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	1
4147	1260	1891	inono [oefĕ]	inono [ufė]	i n o n o # [ u f ė ]	inono [ufə]	i n o n o # [ u f ə ]	pelepah pinang	leaf sheath of betelnut	betel leaf midrib	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	cf. Clercq (1909:359) 'bladscheede van Areca Catechu'	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	4
4148	1260	1891	inono [oepo]	inono [upo]	i n o n o # [ u p o ]	inono [upo]	i n o n o # [ u p o ]	pelepah pinang	leaf sheath of betelnut	betel leaf midrib	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	cf. Clercq (1909:359) 'bladscheede van Areca Catechu'	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	4
4149	1260	1916	èènono [oepo/oeèpo]	EEnono [upo/uEpo]	E E n o n o # [ u p o / u E p o ]	ɛɛnono [upo/uɛpo]	ɛ ɛ n o n o # [ u p o / u ɛ p o ]	pelepah pinang	leaf sheath of betelnut	[betel/nibung] leaf sheath	Enggano	Helfrich 1916	NA	NA	cf. Clercq (1909:359) 'bladscheede van Areca Catechu'	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	4
4150	1260	1987	eʔinõnõ	e'inõnõ	e ' i n õ n õ	eʔinɔ͂nɔ͂	e ʔ i n ɔ͂ n ɔ͂	pelepah pinang	leaf sheath of betelnut		Enggano	Kähler 1987	NA	NA	cf. Clercq (1909:359) 'bladscheede van Areca Catechu'	NA	NA	NA	NA	NA	NA	NA	LEAF	Agriculture and vegetation	https://concepticon.clld.org/parameters/628	4
4151	1261	1891	kanikoak²	kanikoa'	k a n i k o a '	kanikoaʔ	k a n i k o a ʔ	kebocoran (perahu)	leak (boat)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRIP (EMIT LIQUID)	Motion	https://concepticon.clld.org/parameters/2253	1
4152	1261	1891	kanikoak²	kanikoa'	k a n i k o a '	kanikoaʔ	k a n i k o a ʔ	kebocoran (perahu)	leak (boat)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRIP (EMIT LIQUID)	Motion	https://concepticon.clld.org/parameters/2253	1
4153	1262	1891	kapoko	kapoko	k a p o k o	kapoko	k a p o k o	kebocoran (rumah)	leak (house)		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRIP (EMIT LIQUID)	Motion	https://concepticon.clld.org/parameters/2253	1
4154	1262	1891	kapoko	kapoko	k a p o k o	kapoko	k a p o k o	kebocoran (rumah)	leak (house)		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DRIP (EMIT LIQUID)	Motion	https://concepticon.clld.org/parameters/2253	1
4155	1263	1891	kok²ou	ko'o:u	k o ' o:u	koʔɔu	k o ʔ ɔu	bersandar	lean		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAN	Basic actions and technology	https://concepticon.clld.org/parameters/3619	3
4156	1263	1891	kok²ou	ko'o:u	k o ' o:u	koʔɔu	k o ʔ ɔu	bersandar	lean		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAN	Basic actions and technology	https://concepticon.clld.org/parameters/3619	3
4157	1263	2011	dahɨd(-aʔ)	dahu̇d(-a')	d a h u̇ d ( - a ' )	dahɨd(-aʔ)	d a h ɨ d ( - a ʔ )	bersandar	lean		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAN	Basic actions and technology	https://concepticon.clld.org/parameters/3619	3
4158	1263	2019	kahyabih	kahyabih	k a h y a b i h	kahjabih	k a h j a b i h	bersandar	lean		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAN	Basic actions and technology	https://concepticon.clld.org/parameters/3619	3
4159	1264	2019	kibih	kibih	k i b i h	kibih	k i b i h	bersandar	lean		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAN	Basic actions and technology	https://concepticon.clld.org/parameters/3619	1
4160	1265	2011	piar	piar	p i a r	piar	p i a r	tinggalkan (tr.)	leave (tr.)		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	Motion	https://concepticon.clld.org/parameters/1752	2
4161	1265	2019	kipeyar	kipeyar	k i p e y a r	kipejar	k i p e j a r	tinggalkan (tr.)	leave (tr.)		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	Motion	https://concepticon.clld.org/parameters/1752	2
4162	1266	1987	adeo	adeo	a d e o	adeo	a d e o	berangkat ke (suatu tempat)	leave for (a place)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	Motion	https://concepticon.clld.org/parameters/1752	1
4163	1267	1987	kadeo yai	kadeo yai	k a d e o # y a i	kadeo jai	k a d e o # j a i	berangkat ke (suatu tempat)	leave for (a place)		Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	Motion	https://concepticon.clld.org/parameters/1752	1
4164	1268	1894	comaù	koma:u	k o m a:u	komau	k o m au	lintah	leech		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEECH	Animals	https://concepticon.clld.org/parameters/2273	1
4165	1269	1894	albaca	albaka	a l b a k a	albaka	a l b a k a	sisi kiri	left side		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	1
4166	1270	1891	èèfè	EEfE	E E f E	ɛɛfɛ	ɛ ɛ f ɛ	sisi kiri	left side		Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4167	1270	1891	èèpè	EEpE	E E p E	ɛɛpɛ	ɛ ɛ p ɛ	sisi kiri	left side		Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4168	1270	1894	eèpe	eEpe	e E p e	eɛpe	e ɛ p e	sisi kiri	left side		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4169	1270	1895	èèfè ; èèpè	EEfE ; EEpE	E E f E # ; # E E p E	ɛɛfɛ ; ɛɛpɛ	ɛ ɛ f ɛ # ; # ɛ ɛ p ɛ	sisi kiri	left side		Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4170	1270	1987	‘ĒĒh	'EEh	' EE h	ʔɛːh	ʔ ɛː h	sisi kiri	left side		Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4171	1270	1987	‘ĒĒh	'EEh	' EE h	ʔɛːh	ʔ ɛː h	sisi kiri	left side		Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4172	1270	2011	ʔẽp	'ẽp	' ẽ p	ʔɛ̃p	ʔ ɛ̃ p	sisi kiri	left side		Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4173	1270	2019	ẽp	ẽp	ẽ p	ẽp	ẽ p	sisi kiri	left side		Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEFT	Spatial relations	https://concepticon.clld.org/parameters/244	7
4174	1271	1894	peionia caulu	pe:ionia ka:ulu	p e:i o n i a # k a:u l u	pɛionia kaulu	p ɛi o n i a # k au l u	meminjamkan	lend		Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEND	Possession	https://concepticon.clld.org/parameters/582	1
4175	1272	1864	ènoh	Eno	E n o	ɛno	ɛ n o	panjangnya	length	high, long (time)	Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LENGTH	Spatial relations	https://concepticon.clld.org/parameters/2537	9
4176	1272	1870	aieje noe	aiiye nu	a ii y e # n u	aiːje nu	a iː j e # n u	panjangnya	length	long (time)	Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LENGTH	Spatial relations	https://concepticon.clld.org/parameters/2537	9
4177	1272	1879	aieje-noe	aiye'nu	a i y e ' n u	aijeʔnu	a i j e ʔ n u	panjangnya	length	long (time)	Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LENGTH	Spatial relations	https://concepticon.clld.org/parameters/2537	9
