ID	Cognate ID	Year	Given as	Common transcription	IPA phonemic transcription	Indonesian	English	Original English gloss in source	Semantic field	Doculect info	Sources	Note for each year	Note for Cognate ID	Crossreference	PAN etymon	PAN English gloss	PAN source	PMP etymon	PMP English gloss	PMP source	Etymological sources	Concepticon gloss	Concepticon	Number of Cognates
2239	544	1855	tio	tio	tio	hari	day		time	Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	4
2240	544	1870	lakiho	lakixo	lakiço	hari	day		time	Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	4
2241	544	1879	lakieho	lakixO	lakiçɔ	hari	day		time	Enggano	Oudemans 1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	4
2242	544	1888	kiohĕ	kiohė	kiohə	hari	day		time	Enggano	Helfrich 1888	""kiohĕ"" belongs to Helfrich's ""first dialect""	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	4
2243	545	1894	cahapò	kahapO	kahapɔ	hari	day		time	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	3
2244	545	2011	hapɨʔ	hapu̇'	hapɨʔ	hari	day		time	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	3
2245	545	2019	hapėk	hapėk	hapәk	hari	day		time	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (24 HOURS)	https://concepticon.clld.org/parameters/1260	3
2246	546	1870	laiekahadieje	laiikahadiiye	laiːkahadiːje	lusa	day after tomorrow		NA	Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2247	546	1891	laikahadiĕ	laikahadiė	laikahadiə	lusa	day after tomorrow		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2248	546	1891	raikahadia	raikahadia	raikahadia	lusa	day after tomorrow		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2249	546	1895	laikahadiĕ ; raikaha diĕ	laikahadiė ; raikaha diė	laikahadiə ; raikaha diə	lusa	day after tomorrow		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2250	546	2011	daʔikah	da'ikah	daʔikah	lusa	day after tomorrow		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2251	546	2019	daikahde	daikahde	daikahde	lusa	day after tomorrow		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY AFTER TOMORROW	https://concepticon.clld.org/parameters/1179	6
2252	547	1895	kaiĕkodiĕ	kaiėkOdiė	kaiəkɔdiə	kemarin lusa	day before yesterday		time	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY BEFORE YESTERDAY	https://concepticon.clld.org/parameters/1180	2
2253	547	1979	daikkahede	daikkahede	daikkahede	kemarin lusa	day before yesterday		time	Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY BEFORE YESTERDAY	https://concepticon.clld.org/parameters/1180	2
2254	548	1895	arapohĕ	arapOhė	arapɔhə	kemarin lusa	day before yesterday		time	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY BEFORE YESTERDAY	https://concepticon.clld.org/parameters/1180	1
2255	549	2011	ka-kãʔõ	ka-kã'õ	ka-kãʔɔ͂	melamun	daydream		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2256	549	2019	kãkã'õ	kãkã'õ	kãkãʔɔ͂	melamun	daydream		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2257	550	1891	hömanika	hu̇manika	hɨmanika	siang hari	daylight		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (NOT NIGHT)	https://concepticon.clld.org/parameters/1225	3
2258	550	1891	hömanika	hu̇manika	hɨmanika	siang hari	daylight		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (NOT NIGHT)	https://concepticon.clld.org/parameters/1225	3
2259	550	1895	homanika	hOmanika	hɔmanika	siang hari	daylight		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (NOT NIGHT)	https://concepticon.clld.org/parameters/1225	3
2260	550	1979	kanika	kanika	kanika	siang hari	daylight	noon	NA	Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DAY (NOT NIGHT)	https://concepticon.clld.org/parameters/1225	3
2261	551	1891	kifèhödĕ	kifEhu̇dė	kifɛhɨdə	tuli	deaf		human features	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2262	551	1891	kipèhöda	kipEhu̇da	kipɛhɨda	tuli	deaf		human features	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2263	551	1894	capihoro	kapixoro	kapiçoro	tuli	deaf		human features	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2264	551	1895	kifèhŏdŏ ; kipĕ hŏdŏ	kifEhOdO ; kipė hOdO	kifɛhɔdɔ ; kipə hɔdɔ	tuli	deaf		human features	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2265	551	1987	ki-pehodo	ki-pehodo	ki-pehodo	tuli	deaf		human features	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2266	551	2011	ki-pehiɘr	ki-pEhiėr	ki-pɛhiər	tuli	deaf		human features	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2267	551	2019	kipehiėr	kipehiėr	kipehiәr	tuli	deaf		human features	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEAF	https://concepticon.clld.org/parameters/996	7
2268	552	2011	iabaʔa	iaba'a	iabaʔa	kematian	death		NA	Enggano Meok	Yoder 2011	NA	NA	cf. dead	NA	NA	NA	NA	NA	NA	NA	DEATH	https://concepticon.clld.org/parameters/910	2
2269	552	2019	yaba'a	yaba'a	jabaʔa	kematian	death		NA	Enggano Elicitation	Aron 2019	NA	NA	cf. dead	NA	NA	NA	NA	NA	NA	NA	DEATH	https://concepticon.clld.org/parameters/910	2
2270	553	1891	èodiokou	Eodioko:u	ɛodiokɔu	hutang	debt		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEBT	https://concepticon.clld.org/parameters/1914	2
2271	553	1891	èodiokou	Eodioko:u	ɛodiokɔu	hutang	debt		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEBT	https://concepticon.clld.org/parameters/1914	2
2272	553	1895	èodihŏkoei	EOdixOkui	ɛɔdiçɔkui	hutang	debt		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEBT	https://concepticon.clld.org/parameters/1914	2
2273	554	1891	fanènèhak²	fanEnEha'	fanɛnɛhaʔ	menipu	deceive	deceit	NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DECEIVE	https://concepticon.clld.org/parameters/3230	2
2274	554	1891	fanènèhak²	fanEnEha'	fanɛnɛhaʔ	menipu	deceive	deceit	NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DECEIVE	https://concepticon.clld.org/parameters/3230	2
2275	554	1895	fanènèha(k)	fanEnEha'	fanɛnɛhaʔ	menipu	deceive		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DECEIVE	https://concepticon.clld.org/parameters/3230	2
2276	555	1895	kieakīenènihai	kiakienEnixai	kiakienɛniçai	menipu	deceive		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DECEIVE	https://concepticon.clld.org/parameters/3230	1
2277	556	1894	paporò	paporO	paporɔ	menipu	deceive		NA	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DECEIVE	https://concepticon.clld.org/parameters/3230	1
2278	557	1855	noeoe	nuu	nuu	dalam (a.)	deep		NA	Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2279	557	1891	ènoek² ; ènok²	Enu' ; Eno'	ɛnuʔ ; ɛnoʔ	dalam (a.)	deep		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2280	557	1891	ènoek² ; ènok²	Enu' ; Eno'	ɛnuʔ ; ɛnoʔ	dalam (a.)	deep		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2281	557	1895	èno(k)	EnO'	ɛnɔʔ	dalam (a.)	deep		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2282	557	2011	kaʔ-nuʔ	ka'-nu'	kaʔ-nuʔ	dalam (a.)	deep		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2283	557	2019	kanu	kanu	kanu	dalam (a.)	deep		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	5
2284	558	1895	aīĕjanoe(k)	aiėyanu'	aiəjanuʔ	dalam (a.)	deep		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEEP	https://concepticon.clld.org/parameters/1593	1
2285	559	1864	ka-prohbah	ka'probah	kaʔprobah	biru tua	deep blue	blue	colours	Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLUE	NA	2
2286	559	1987	kaʔaparoba	ka'aparoba	kaʔaparoba	biru tua	deep blue		colours	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BLUE	NA	2
2287	560	<1855	proba	prOba	prɔba	laut dalam	deep sea	beach	natural objects	Enggano	Brouwer <1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEA	https://concepticon.clld.org/parameters/1474	5
2288	560	1855	parowa	paro:ua	parɔua	laut dalam	deep sea	sea	natural objects	Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEA	https://concepticon.clld.org/parameters/1474	5
2289	560	1855	peroba	pEroba	pɛroba	laut dalam	deep sea	shore	natural objects	Enggano Northwest?	vd Straten & S. 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEA	https://concepticon.clld.org/parameters/1474	5
2290	560	1864	praboh	prabo	prabo	laut dalam	deep sea	sea	natural objects	Enggano North	Walland 1864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEA	https://concepticon.clld.org/parameters/1474	5
2291	560	1987	eparoba	eparoba	eparoba	laut dalam	deep sea		natural objects	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEA	https://concepticon.clld.org/parameters/1474	5
2292	561	2011	rusa	rusa	rusa	rusa	deer		NA	Enggano Meok	Yoder 2011	NA	loanword		NA	NA	NA	NA	NA	NA	NA	DEER	https://concepticon.clld.org/parameters/1936	1
2293	562	1855	paoea-oea	pa:oa-ua	paoa-ua	membela	defend	fight (v.)	activities	Enggano South?	v. Rosenberg 1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEFEND	https://concepticon.clld.org/parameters/1330	2
2294	562	1987	pauahaʔa ; pauahaʔa͜o ; paoahaʔa	pauaha'a ; pauaha'a:o ; paoaha'a	pauahaʔa ; pauahaʔa͜o ; paoahaʔa	membela	defend		activities	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEFEND	https://concepticon.clld.org/parameters/1330	2
2295	563	1987	‘ah'E	'ah'E	ʔahʔɛ	menghapus	delete		NA	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2296	563	1987	‘ah'E	'ah'E	ʔahʔɛ	menghapus	delete		NA	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2297	564	1891	èdiöboediĕ	Edi'obudiė	ɛdiʔobudiə	dengan sengaja	deliberately		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	INTENTION	https://concepticon.clld.org/parameters/1162	1
2298	564	1891	èdiöboediĕ	Edi'obudiė	ɛdiʔobudiə	dengan sengaja	deliberately		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	INTENTION	https://concepticon.clld.org/parameters/1162	1
2299	565	1987	edahohō	edahohoo	edahohoː	terbatas	delimited		NA	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2300	566	2011	kɨdaʔ	ku̇da'	kɨdaʔ	menyampaikan	deliver message		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEND	https://concepticon.clld.org/parameters/1127	2
2301	566	2019	kikėda	kikėda	kikәda	menyampaikan	deliver message		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEND	https://concepticon.clld.org/parameters/1127	2
2302	567	2019	paredak	paredak	paredak	menyampaikan	deliver message		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SEND	https://concepticon.clld.org/parameters/1127	1
2303	568	1987	eʔabakoko	e'abakoko	eʔabakoko	setan	demon		NA	Enggano	Kähler 1987	NA	demon that kidnaps little children		NA	NA	NA	NA	NA	NA	NA	DEMON	https://concepticon.clld.org/parameters/1973	1
2304	569	1891	kidorofok²	kidorofo'	kidorofoʔ	lebat (hutan)	dense (forest)		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DENSE	https://concepticon.clld.org/parameters/2239	1
2305	569	1891	kidorofok²	kidorofo'	kidorofoʔ	lebat (hutan)	dense (forest)		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DENSE	https://concepticon.clld.org/parameters/2239	1
2306	570	1891	keikoek²wĕ	keiku'wė	keikuʔwə	membantah	deny		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DENY	https://concepticon.clld.org/parameters/755	1
2307	570	1891	keikoek²wĕ	keiku'wė	keikuʔwə	membantah	deny		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DENY	https://concepticon.clld.org/parameters/755	1
2308	571	1895	adŏ kahapa(k)	adO kahapa'	adɔ kahapaʔ	menyangkal	deny		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DENY	https://concepticon.clld.org/parameters/755	1
2309	572	1987	kipuaka	kipuaka	kipuaka	berangkat	depart		movement	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	https://concepticon.clld.org/parameters/1752	2
2310	572	2011	ki-pokah	ki-pokah	ki-pokah	berangkat	depart	about to go	movement	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	https://concepticon.clld.org/parameters/1752	2
2311	573	1895	èfoeaka	Efuaka	ɛfuaka	berangkat	depart		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	https://concepticon.clld.org/parameters/1752	1
2312	574	1895	ĕwak	ėwak	əwak	berangkat	depart		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LEAVE	https://concepticon.clld.org/parameters/1752	1
2313	575	1987	eáha͜e	eáha:e	eáha͜e	keberangkatan	departure		NA	Enggano	Kähler 1987	NA	NA	cf. go	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2314	576	1987	eahe	eahe	eahe	keberangkatan	departure		NA	Enggano	Kähler 1987	NA	NA	cf. go	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2315	577	1870	ajai ; abai	aya:i ; aba:i	ajai ; abai	turun	descend		movement	Enggano	Francis 1870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO DOWN (DESCEND)	https://concepticon.clld.org/parameters/2014	3
2316	577	1987	kaʔiae	ka'iae	kaʔiae	turun	descend		movement	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO DOWN (DESCEND)	https://concepticon.clld.org/parameters/2014	3
2317	577	2011	ʔa-ʔia	'a-'ia	ʔa-ʔia	turun	descend		movement	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GO DOWN (DESCEND)	https://concepticon.clld.org/parameters/2014	3
2318	578	1891	kaami	kaami	kaami	telantar	deserted		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2319	578	1891	kaami	kaami	kaami	telantar	deserted		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2320	579	1891	kanèonèo	kanEonEo	kanɛonɛo	hancur	destroyed		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BREAK (DESTROY OR GET DESTROYED)	https://concepticon.clld.org/parameters/680	1
2321	579	1891	kanèonèo	kanEonEo	kanɛonɛo	hancur	destroyed		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	BREAK (DESTROY OR GET DESTROYED)	https://concepticon.clld.org/parameters/680	1
2322	580	2019	komakũ	komakũ	komakũ	iblis	devil		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEVIL	https://concepticon.clld.org/parameters/3917	1
2323	581	1891	kiijĕ	kiiyė	kiijə	embun	dew		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEW	https://concepticon.clld.org/parameters/1977	2
2324	581	1891	kiijĕ	kiiyė	kiijə	embun	dew		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEW	https://concepticon.clld.org/parameters/1977	2
2325	581	1987	mbun	mbun	mbun	embun	dew		NA	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEW	https://concepticon.clld.org/parameters/1977	2
2326	581	1987	mbun	mbun	mbun	embun	dew		NA	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DEW	https://concepticon.clld.org/parameters/1977	2
2327	582	1895	ĕjoe	ėyu	əju	diare	diarrhea		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIARRHEA	https://concepticon.clld.org/parameters/1177	1
2328	583	2011	bibi	bibi	bibi	diare	diarrhea		NA	Enggano Meok	Yoder 2011	NA	NA	cf. have diarrhea	NA	NA	NA	NA	NA	NA	NA	DIARRHEA	https://concepticon.clld.org/parameters/1177	1
2329	584	1979	ekue yakitaha do'ora	ekue yakitaha do'ora	ekue jakitaha doʔora	tugal	dibber		NA	Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
2330	585	1895	eŏkŏk	eOkOk	eɔkɔk	tugal	dibble		human objects	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIBBLE STICK	https://concepticon.clld.org/parameters/3155	1
2331	586	1895	kīdāhăk	kidaahăk	kidaːhᾰk	tugal	dibble		human objects	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIBBLE STICK	https://concepticon.clld.org/parameters/3155	1
2332	587	1987	ka-kudu	ka-kudu	ka-kudu	mati	die		NA	Enggano	Kähler 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIE	https://concepticon.clld.org/parameters/1494	1
2333	588	1894	[o]panené caá	[o]panene kaa	[o]panene kaa	mati	die		NA	Enggano	Modigliani 1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIE	https://concepticon.clld.org/parameters/1494	2
2334	588	1895	[hŏ]panènèĕ	[hO]panEnEė	[hɔ]panɛnɛə	mati	die	dead	NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIE	https://concepticon.clld.org/parameters/1494	2
2335	589	1891	fakoetèk	fakutEk	fakutɛk	perbedaan	difference		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2336	589	1891	pakoetèk	pakutEk	pakutɛk	perbedaan	difference		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
2337	590	1891	afiaka	afiaka	afiaka	sulit/sukar/susah	difficult		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIFFICULT	https://concepticon.clld.org/parameters/584	2
2338	590	1891	apiaka	apiaka	apiaka	sulit/sukar/susah	difficult		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIFFICULT	https://concepticon.clld.org/parameters/584	2
2339	591	1891	koekoek²wĕ	kuku'wė	kukuʔwə	sulit/sukar/susah	difficult		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIFFICULT	https://concepticon.clld.org/parameters/584	1
2340	591	1891	koekoek²wĕ	kuku'wė	kukuʔwə	sulit/sukar/susah	difficult		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIFFICULT	https://concepticon.clld.org/parameters/584	1
2341	592	1891	inoi	ino:i	inɔi	menggali	dig		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2342	592	1891	inoi	ino:i	inɔi	menggali	dig		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2343	592	1895	mainŏk	mainOk	mainɔk	menggali	dig		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2344	592	1987	Enam	Enam	ɛnam	menggali	dig		NA	Enggano Malakoni	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2345	592	1987	Enam	Enam	ɛnam	menggali	dig		NA	Enggano Banjar Sari	Kasim et al. 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2346	592	2011	ʔeno	'Eno	ʔɛno	menggali	dig		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2347	592	2019	kahino	kahino	kahino	menggali	dig		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	5
2348	593	1891	homai	homai	homai	menggali	dig		NA	Enggano Kèfoe	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	3
2349	593	1891	homai	homai	homai	menggali	dig		NA	Enggano Barohia	Helfrich & Pieters 1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	3
2350	593	1895	homainŏk	hOmainOk	hɔmainɔk	menggali	dig		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	3
2351	593	1979	yahoma'e	yahoma'e	jahomaʔe	menggali	dig	weed (v.)	NA	Enggano	Amran et al. 1979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	3
2352	594	1895	mŏhŏmŏ(k)	mOhOmO'	mɔhɔmɔʔ	menggali	dig		NA	Enggano Pulau Dua 1895	Stockhof 1987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	1
2353	595	2011	pɘk	pėk	pək	menggali lubang	dig a hole		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	2
2354	595	2019	pėk	pėk	pәk	menggali lubang	dig a hole		NA	Enggano Elicitation	Aron 2019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	2
2355	596	2011	nomeʔ	nomE'	nomɛʔ	mengorek-orek lubang	dig out a hole		NA	Enggano Meok	Yoder 2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DIG	https://concepticon.clld.org/parameters/1418	1
